,precision_J,recall_J,fscore_J,precision_K,recall_K,fscore_K,precision_L,recall_L,fscore_L,precision_M,recall_M,fscore_M,precision_N,recall_N,fscore_N,precision_W,recall_W,fscore_W,accuracy
0,0.9003325244899794,0.720615738742627,0.8005114067681489,0.6964406779661017,0.3898481973434535,0.49987834549878346,0.6755105264111813,0.7343983110485574,0.7037246331269412,0.760758260210293,0.7839262418024885,0.7721685082872928,0.0,0.0,0.0,0.0,0.0,0.0,0.7217005965390672
0,0.814907204150868,0.7275075717085338,0.7687311746987951,0.7334545454545455,0.6239752513534416,0.67430004178855,0.782373635561665,0.8821494483370217,0.8292711319900937,0.9384588157795555,0.8477616624182513,0.8908076192016824,0.01963882618510158,0.025851822503961966,0.02232104678012486,0.0,0.0,0.0,0.8433057448880233
0,0.4962051282051282,0.870456998920475,0.6320877972302065,0.6677358490566038,0.5271075364909145,0.5891459963376061,0.7596409795198976,0.8217430339041152,0.7894726111932703,0.9775157153315998,0.7813714732553887,0.8685069736991518,0.019013329557636682,0.6072351421188631,0.036872143879812504,0.0,0.0,0.0,0.7967384248269486
0,0.5314930555555556,0.7975303496066274,0.6378846915175129,0.792,0.5762394761459307,0.6671078755790867,0.6364605646114094,0.7219673774475086,0.6765228400481917,0.9302773055645254,0.75127318182308,0.8312475855720942,0.09078815129809396,0.09571933435006033,0.09318855357387763,0.0,0.0,0.0,0.6482491393962687
0,0.8380350194552529,0.6583874665647688,0.737427776588915,0.589076923076923,0.5923576732673267,0.5907127429805615,0.78488878973525,0.962006325083381,0.8644685920834397,0.9601621429616164,0.9009921179561586,0.9296365604232205,0.0,0.0,0.0,0.0,0.0,0.0,0.8537251210328134
0,0.6444968006900725,0.7595781807146651,0.6973213166362535,0.6971854304635762,0.5289669379961813,0.6015370550254271,0.711593703613049,0.8034348908239739,0.7547305861719729,0.9028767633802031,0.8029544870590725,0.8499890575117753,0.07156221562640858,0.0659673632262035,0.06865098709505035,0.0,0.0,0.0,0.7517855192693502
